artists;track_name;year;track_genre;popularity;duration_ms
"Bailey Pelkman;Randy Rektor";I Just Called To Say I Love You;2016;acoustic;54;189646
"A Great Big World;Christina Aguilera";Fall on Me;2018;acoustic;50;262820
John Frusciante;Song To Sing When I'm Lonely;2013;acoustic;54;195213
Ron Pope;A Drop In the Ocean;2020;acoustic;55;228311
Tres Hermanas;Have Yourself a Merry Little Christmas;1999;acoustic;32;155792
Masaharu Fukuyama;Message (Original Version);2002;acoustic;33;256506
Matt Johnson;Beautiful In White;2024;acoustic;50;240000
The Mayries;Heaven Is a Place on Earth;1997;acoustic;56;193333
Stephen Speaks;Passenger Seat (Acoustic);2011;acoustic;63;273066
Eddie Vedder;Guaranteed - Humming Version;2023;acoustic;48;162309
Dave Van Ronk;Hang Me, Oh Hang Me;2021;acoustic;54;190106
"John Frusciante;Josh Klinghoffer";The Afterglow;2003;acoustic;31;319320
Frank Turner;Eat the Meek;2014;acoustic;31;237093
Joy Williams;The Trouble with Wanting;2022;acoustic;60;235586
Ray LaMontagne;You Are the Best Thing;2013;acoustic;67;231840
Mischief Brew;Boycott Me!;2012;acoustic;33;163666
"Days N Daze;Freddie Boatright";To Risk to Live;2025;acoustic;32;122026
The Bridge City Sinners;The Legend of Olog-hai, Pt. 1;2025;acoustic;31;165799
Zee Avi;No Christmas For Me;1999;acoustic;0;160666
Get Dead;This One's for Johnny;2022;acoustic;31;195640
Highland Peak;Graveyard - Acoustic;2006;acoustic;45;254296
Ichiko Aoba;bouquet;2007;acoustic;56;256361
Aoi Teshima;гЃ“гЃ“г‚Ќг‚’гЃ“г‚ЃгЃ¦;2021;acoustic;45;297266
AcousticTrench;Paradise;2026;acoustic;42;170125
Parachute;Better;2010;acoustic;46;273026
Matt Nathanson;Laid;1998;acoustic;50;182826
Lee DeWyze;Same For You;2022;acoustic;45;217373
Clementine Duo;2U - Acoustic Version;2014;acoustic;56;208102
Rachael Yamagata;Duet;2021;acoustic;43;241120
Brandon Chase;I'll Say I Do;2011;acoustic;39;235000
Bailey Jehl;Anyone;2025;acoustic;53;172766
Gabrielle Aplin;Start of Time;2003;acoustic;45;239855
Zack Tabudlo;Give Me Your Forever;2010;acoustic;32;244800
Bailey Jehl;Heat Waves;2007;acoustic;53;141286
Clementine Duo;There She Goes;2015;acoustic;54;145514
Joshua Hyslop;Wells;1997;acoustic;51;223386
"Kina Grannis;Imaginary Future";God Only Knows;2016;acoustic;55;136542
"Andrew Foy;Renee Foy";Afterglow;2012;acoustic;33;211358
Kurt Cobain;Burn The Rain;2004;acoustic;55;76453
Us The Duo;Already Mine;2025;acoustic;46;273126
Hanare Gumi;гЃЌгЃїгЃЇгЃјгЃЏгЃ®гЃЁг‚‚гЃ гЃЎ;2011;acoustic;30;268736
Gabrielle Aplin;Never Be the Same;2004;acoustic;46;205658
Austin Basham;All Is Well;2012;acoustic;60;256680
Gabrielle Aplin;My Mistake;2010;acoustic;51;265386
Us The Duo;Near Or Far;2008;acoustic;47;219306
Drew Holcomb & The Neighbors;Without a Light;2025;acoustic;60;142200
Parachute;Lonely With Me;2024;acoustic;51;218813
"Boyce Avenue;Megan Davies;Jaclyn Davies";Time After Time;1997;acoustic;60;222250
Eastmountainsouth;So Are You To Me;2020;acoustic;52;117760
Peter Bradley Adams;My Arms Were Always Around You;2018;acoustic;54;200800
The Civil Wars;Dance Me to the End of Love - Bonus;2005;acoustic;52;185053
Eddie Vedder;Photographs;2016;acoustic;51;60413
Suy Galvez;Baby Now That I Found You;2009;acoustic;30;244813
Suy Galvez;Right Here Waiting;2026;acoustic;30;169733
Howlin' Wolf;Smokestack Lightnin';2016;acoustic;62;188400
Stephen Speaks;Passenger Seat;2002;acoustic;64;274480
"Buddy Guy;Bonnie Raitt";Feels Like Rain (feat. Bonnie Raitt);2010;acoustic;57;275266
Mance Lipscomb;Sugar Babe;2010;acoustic;31;124400
Violent Femmes;Blister In The Sun;2015;acoustic;71;145706
Days N Daze;Little Blue Pills, Pt. 2;2021;acoustic;31;265195
"Drei Rana;Selena Marie";Paano Ang Simbang Gabi - Kung 'Di Ka Katabi;2026;acoustic;30;235722
Frank Turner;Bob;2019;acoustic;30;188952
Harley Poe;Psycho;2024;acoustic;30;241250
Frank Turner;Perfect Government;2005;acoustic;30;146129
The Bridge City Sinners;The Fear;2016;acoustic;30;161205
Ben Rector;Living My Best Life;2022;acoustic;59;215213
Frank Turner;Haven't Been Doing So Well;2001;acoustic;30;196813
The Bridge City Sinners;The Legend of Olog-hai, Pt. 2;2009;acoustic;30;184217
"Brandi Carlile;Lucius";You and Me On The Rock (feat. Lucius);2001;acoustic;63;230098
Get Dead;Glitch;2005;acoustic;30;129472
Jonah Baker;A Thousand Years - Acoustic;2003;acoustic;44;249728
"Trevor Hall;Marieme";2 Oceans;2025;acoustic;54;213055
Ben Woodward;Golden Hour - Acoustic Piano;2010;acoustic;28;168571
Brandon Chase;Without Me;2007;acoustic;47;202219
Aron Wright;You & Me (The Wildfire);2011;acoustic;41;242347
Sara Farell;Dancing With A Stranger;2024;acoustic;43;188735
Zack Tabudlo;Pero;2000;acoustic;65;256648
Jonah Baker;Good 4 U (Acoustic);2017;acoustic;53;174677
Greg Laswell;And Then You;2014;acoustic;47;209583
Daniel Robinson;Here With Me - Acoustic;2020;acoustic;55;164478
Boyce Avenue;I'll Be There For You (Friends Theme);2022;acoustic;45;138201
Zack Tabudlo;Habang Buhay;2015;acoustic;69;244067
Gabrielle Aplin;So Far so Good;2008;acoustic;37;198040
Colin & Caroline;More Than Gravity;2025;acoustic;34;266078
Andrew Belle;Fade into You;2000;acoustic;53;291676
Masaharu Fukuyama;жќ±дє¬гЃ«г‚‚гЃ‚гЃЈгЃџг‚“гЃ ;2005;acoustic;31;382786
Masaharu Fukuyama;гЃ‚гЃ®е¤Џг‚‚ жµ·г‚‚ з©єг‚‚;2002;acoustic;31;322906
Bailey Jehl;21 Guns;2002;acoustic;47;243979
Canyon City;Waves;2019;acoustic;45;262954
Jonah Baker;Running Up That Hill (A Deal With God) - Acoustic;2008;acoustic;51;168042
Kurt Cobain;Poison's Gone;2003;acoustic;51;131800
Masaharu Fukuyama;18 ~eighteen~;2022;acoustic;31;326600
Kina Grannis;Build Me Up Buttercup;2008;acoustic;48;166320
The Mayries;Umbrella - Acoustic Version;2007;acoustic;48;178319
Gabrielle Aplin;Home;2013;acoustic;51;249386
Joshua Radin;You're My Home;2014;acoustic;55;200893
Masaharu Fukuyama;vs.2013 ~зџҐи¦љгЃЁеї«жҐЅгЃ®ићєж—‹~;2001;acoustic;32;292493
Ysabelle Cuevas;I Like Me Better;2005;acoustic;54;189673
Jason Mraz;The Remedy (I Won't Worry);2008;acoustic;60;256440
"Bailey Pelkman;Randy Rektor";Something Stupid;2007;acoustic;47;147809
"Ethan Loukas;Janine TeГ±oso";Hanap-Hanap;2016;acoustic;29;246644
John Frusciante;The Will To Death;1997;acoustic;51;228426
Adam Christopher;Boulevard of Broken Dreams (Acoustic);2021;acoustic;41;207400
Kina Grannis;Can't Help Falling In Love;2004;acoustic;48;188354
Penny and Sparrow;Eloise;2020;acoustic;61;168712
Sonny Boy Williamson II;Help Me;2007;acoustic;60;188200
Shannon & Keast;Everytime We Touch (Acoustic);2017;acoustic;45;181496
Ray LaMontagne;Let It Be Me;2017;acoustic;58;280226
Mia Rollo;Beer;2016;acoustic;29;254306
Boyce Avenue;Someone Like You;2000;acoustic;57;276146
Suy Galvez;You've Got a Friend;2017;acoustic;29;274720
JJ Heller;This Little Light of Mine;2022;acoustic;49;159820
Takehara Pistol;Amazing Grace;2002;acoustic;30;178573
Days N Daze;Remnants of What People Used to Be;1998;acoustic;30;175046
AJJ;Linda Ronstadt;2012;acoustic;31;180771
SANNA NORTH;Unsteady - Acoustic Covers Versions of Popular Songs;2018;acoustic;29;191052
Brandi Carlile;Heart's Content;2004;acoustic;59;214666
The Bridge City Sinners;The Damned;2003;acoustic;30;167466
Pigeon Pit;Hot Knives;2012;acoustic;30;252760
Get Dead;Nickel Plated;2024;acoustic;29;136815
Adam Christopher;Peaches - Acoustic;2012;acoustic;55;190909
A Great Big World;You;2026;acoustic;49;218133
Andrew Belle;Swimmers;2006;acoustic;50;181093
Kris Allen;Live Like We're Dying;2018;acoustic;55;212506
LГєc;Somebody That I Used To Know;2011;acoustic;49;172454
Ben Woodward;Lost Without You;2003;acoustic;32;234046
Masayoshi Yamazaki;One more time, One more chance;2013;acoustic;53;330200
The Mayries;you broke me first;1997;acoustic;46;190981
Gabrielle Aplin;Skylight;2012;acoustic;23;240449
Edy Hafler;Game of Thrones;2019;acoustic;41;89268
The Perishers;Nothing Like You and I;2012;acoustic;49;213453
Mat Kearney;Wanted Man;2009;acoustic;59;235106
The Mayries;Back To You;2017;acoustic;43;219976
Masaharu Fukuyama;дЅ•еє¦гЃ§г‚‚иЉ±гЃЊе’ІгЃЏг‚€гЃ†гЃ«з§Ѓг‚’з”џгЃЌг‚€гЃ†;2003;acoustic;31;259493
Boyce Avenue;Scared to Be Lonely;2005;acoustic;46;222052
Kurt Cobain;Sappy - Early Demo;2021;acoustic;50;148573
Allman Brown;Ancient Light;2002;acoustic;41;244900
"Sara Farell;Simon Samaeng";I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version;2015;acoustic;48;232500
"Andrew Foy;Renee Foy";Before You Go;2021;acoustic;36;195535
Mat Kearney;Ships In The Night;2019;acoustic;44;255893
Joshua Radin;Only You;2025;acoustic;56;149013
Sakura Fujiwara;Waver;2025;acoustic;29;207933
JJ Heller;Missing Peace;2013;acoustic;52;238733
Masaharu Fukuyama;иЃ–еџџ;1998;acoustic;31;236853
Canyon City;Firework;2011;acoustic;47;182744
Ray LaMontagne;Such A Simple Thing - Recorded at Sound Stage Studios Nashville;2001;acoustic;56;307534
Eddie van der Meer;"Sad Theme (From ""One Punch Man"")";2020;acoustic;37;81000
Gabrielle Aplin;Don't Know What I Want;1997;acoustic;24;145720
Gabrielle Aplin;Call Me;2017;acoustic;23;208400
Suy Galvez;True;2009;acoustic;28;287760
"Boyce Avenue;Rachel Grae";I Can't Make You Love Me;2023;acoustic;51;243680
Tristan Prettyman;Say Anything;2009;acoustic;51;236379
Matt Nathanson;All We Are;2017;acoustic;51;216933
Joshua Hyslop;Gentle Heart;2019;acoustic;50;265173
Masaharu Fukuyama;All My Loving (Original Version);2003;acoustic;31;245800
Masayoshi Yamazaki;г‚ўгѓігѓЂгѓ«г‚·г‚ўгЃ«ж†§г‚ЊгЃ¦;2005;acoustic;30;358040
Masaharu Fukuyama;жѓі -new love new world-;2019;acoustic;31;280546
Drei Rana;Last Christmas;2022;acoustic;29;230915
Trevor Hall;Green Mountain State;2015;acoustic;61;274632
Maris Racal;Di Papakawalan;2004;acoustic;28;244528
"The Weepies;Deb Talan;Steve Tannen";Can't Go Back Now;2000;acoustic;55;137880
Hanare Gumi;г‚¦г‚¤г‚№г‚­гѓјгЃЊгЂЃгЃЉеҐЅгЃЌгЃ§гЃ—г‚‡;2013;acoustic;29;152100
Days N Daze;Ditches;1998;acoustic;30;162282
Eric Hutchinson;Outside Villanova;2021;acoustic;29;255680
Apes of the State;Timeline;2003;acoustic;30;216894
Gail Blanco;I'll Never Fall in Love Again;2010;acoustic;29;239000
The Bridge City Sinners;Stray Cat Strut;2007;acoustic;29;128731
Days N Daze;Goodbye Lulu Pt.2;1998;acoustic;30;381910
Days N Daze;Days n Daze of Our Lives;2011;acoustic;29;196161
Get Dead;8 Track;2010;acoustic;28;156533
Jonah Baker;Ghost - Acoustic;2000;acoustic;42;155050
"Eden Elf;Ren Avel";4am;2006;acoustic;49;125677
"Adam Christopher;Dan Berk";10,000 Hours - Acoustic;2019;acoustic;53;169058
Amber Leigh Irish;Yellow - Acoustic;2019;acoustic;50;196724
LГєc;No Air;2015;acoustic;52;199114
Anna Hamilton;Self Help;2019;acoustic;36;156923
Lee DeWyze;Blackbird Song;2024;acoustic;49;254615
Jonah Baker;Easy On Me - Acoustic;2024;acoustic;40;222186
Bailey Rushlow;Chasing Cars - Acoustic;2025;acoustic;51;236298
Emilie Mover;Can't Take My Eyes Off of You;2025;acoustic;41;203024
William Fitzsimmons;Fortune - Acoustic;1997;acoustic;55;228013
Vivid Color;Lot To Learn;2001;acoustic;52;226470
Bailey Jehl;Apologize;1999;acoustic;51;181596
Zack Tabudlo;First & Last;2000;acoustic;49;192631
Albert Collins;Cold, Cold Feeling;2006;acoustic;54;318840
Phillip LaRue;Sweet Love;2019;acoustic;46;267862
Us The Duo;Shotgun;2004;acoustic;45;174884
Masaharu Fukuyama;HEY!;2013;acoustic;30;347200
Jason Mraz;Have It All;2016;acoustic;53;226098
The Perishers;Trouble Sleeping;2012;acoustic;48;282133
Jon McLaughlin;Beautiful Disaster;2011;acoustic;52;251640
Sara Bareilles;Breathe Again;2005;acoustic;51;298280
Ray LaMontagne;Trouble;2014;acoustic;59;241546
Boyce Avenue;Memories;2015;acoustic;53;197170
Tyrone Wells;Sink Or Swim;2012;acoustic;47;178093
EJ De Perio;Tama Na;2005;acoustic;28;230545
Beyond The Guitar;"He's A Pirate (From ""Pirates of the Caribbean"")";2000;acoustic;30;163813
Yosui Inoue;иѓЅеЏ¤еі¶гЃ®з‰‡жѓігЃ„ - Remastered 2018;2004;acoustic;29;212080
Zee Avi;Bitter Heart;2012;acoustic;48;156773
Hannah's Yard;I Want to Know What Love Is - Acoustic;2024;acoustic;52;171486
Hanare Gumi;гѓЏгѓіг‚­гѓјгѓ‘гѓіг‚­гѓј;2005;acoustic;28;312133
JJ Heller;Ordinary Days;2021;acoustic;51;248386
JJ Heller;Moon River;2001;acoustic;53;291386
Ben Rector;Forever Like That;2019;acoustic;52;254026
JJ Heller;Neighbor;2015;acoustic;42;236000
Takehara Pistol;дёЂз­‰иіћ;2015;acoustic;29;133840
Hanare Gumi;йџіг‚їг‚¤гѓ ;2019;acoustic;29;229533
Brandi Carlile;The Joke;2000;acoustic;60;279373
Eddie Vedder;Toulumne;2004;acoustic;51;60306
"Vendredi;Son&Dad";Just The Two Of Us - Acoustic;2000;acoustic;28;124742
Chris Cresswell;Arrythmic Palpitations;2026;acoustic;27;169000
Chuck Ragan;The Boat;2008;acoustic;28;196213
Albert King;Born Under A Bad Sign - Mono Mix;2001;acoustic;58;169997
"The Weepies;Deb Talan;Steve Tannen";Nobody Knows Me At All;1997;acoustic;54;120720
Tim Vantol;Bitter Morning Taste;2019;acoustic;28;149274
Days N Daze;DBS Out;1998;acoustic;29;127033
"Vendredi;Son&Dad";Crazy - (Acoustic Mix);2023;acoustic;28;169404
The Bridge City Sinners;Dungeon Song;2004;acoustic;28;202594
Chad Hates George;Can I Sleep On Your Floor??;2025;acoustic;28;125100
Frank Turner;Josephine;2002;acoustic;28;202400
Ichiko Aoba;гЃ„гЃЌгЃ®гЃ“г‚Љв—ЏгЃјгЃЏг‚‰;2010;acoustic;52;406103
Boyce Avenue;Careless Whisper;2009;acoustic;46;247805
Aron Wright;Look After You;2000;acoustic;47;191765
Acoustic Guitar Collective;Perfect;2018;acoustic;39;192397
Kina Grannis;When the Party's Over;2026;acoustic;50;154732
Howie Day;Longest Night;2012;acoustic;43;215746
"Andrew Foy;Renee Foy";Photograph;2018;acoustic;30;218590
Ciaran Lavery;Shame;2008;acoustic;53;251960
Bailey Jehl;Iris;1997;acoustic;51;165223
Jules Larson;Running Wild;1997;acoustic;31;228387
Masaharu Fukuyama;еЅјж–№гЃ§;2021;acoustic;29;272320
Rosi Golan;Hazy (Featuring William Fitzsimmons);2002;acoustic;43;235960
Colin & Caroline;Let It Go;2010;acoustic;55;194129
Gen Hoshino;I Wanna Be Your Ghost (feat. Ghosts);2015;acoustic;50;225533
Masaharu Fukuyama;зґ„жќџгЃ®дё;1997;acoustic;30;326413
Ingrid Michaelson;Young And In Love;2011;acoustic;46;208226
Jason Mraz;No Plans;2008;acoustic;46;148000
Boyce Avenue;Easy on Me;2006;acoustic;52;260040
"Eddie Vedder;Cat Power";Tonight You Belong To Me;2011;acoustic;44;101539
Ysabelle Cuevas;Closer;2025;acoustic;51;178666
Boyce Avenue;One Last Breath;2008;acoustic;53;236800
The Civil Wars;Devil's Backbone;2026;acoustic;47;149426
Will Moore;Waltzing Matilda;2005;acoustic;48;148127
Ingrid Michaelson;Girls Chase Boys;1998;acoustic;56;221413
Jason Mraz;The Woman I Love;2014;acoustic;48;190751
C.W. Stoneking;The Love Me or Die;2023;acoustic;47;234600
Masaharu Fukuyama;зѕЋгЃ—гЃЌиЉ±;2022;acoustic;29;330026
Suy Galvez;Isn't She Lovely;2013;acoustic;28;181466
Mone Kamishiraishi;дё–з•Њдё­гЃ®иЄ°г‚€г‚ЉгЃЌгЃЈгЃЁ;2017;acoustic;28;217466
KT Tunstall;Black Horse And The Cherry Tree;2000;acoustic;67;172373
Johnnyswim;Drunks;2017;acoustic;29;279068
"Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors";Coming Home;2005;acoustic;56;146360
Freddie King;I'm Tore Down;2016;acoustic;54;253333
JJ Heller;Neighbor (Piano Version);2022;acoustic;25;236000
Ben Rector;I Will Always Be Yours;2005;acoustic;49;226826
Days N Daze;Nine on the Bortle;2023;acoustic;28;269139
Frank Turner;Redemption;2020;acoustic;28;288133
KT Tunstall;Other Side Of The World;2003;acoustic;29;214560
Eddie Vedder;Setting Forth;2026;acoustic;53;97866
Frank Turner;Eulogy;2001;acoustic;28;94466
Days N Daze;Tarnished Ol' Photograph;2002;acoustic;28;148035
Marc Broussard;Rocksteady;2015;acoustic;28;243840
The Bridge City Sinners;Come on In;2007;acoustic;28;204926
The Bridge City Sinners;Laugh While You Can;2020;acoustic;28;168118
Frank Turner;Untainted Love;2013;acoustic;28;174466
Harley Poe;Whiny Bitch;2008;acoustic;28;272100
"Days N Daze;Juicy Karkass";I Wanna See It Burn;2013;acoustic;29;157000
Mindy Smith;I'll Be Home for Christmas;2017;acoustic;0;216093
Mindy Smith;I'll Be Home for Christmas;2014;acoustic;0;216093
Mindy Smith;It's Amazing;1998;acoustic;0;220213
Anya Marina;How Far Does the Dark Go?;2017;acoustic;32;245726
Adam Christopher;THATS WHAT I WANT (Acoustic);2000;acoustic;35;172857
Hannah's Yard;Dynamite - Acoustic;2011;acoustic;49;155904
SafetySuit;Never Stop (Wedding Version);2011;acoustic;52;175200
Meiko;You're Mine (The Chase);1999;acoustic;31;208386
"Yosui Inoue;Tamio Okuda";гѓ‘гѓ©гѓ¬гѓ«гѓ»гѓ©гѓ–;2010;acoustic;28;246786
"Boyce Avenue;Hannah Trigwell";Let Her Go;1997;acoustic;48;219650
Canyon City;So Are We;2008;acoustic;48;252640
Eddy Tyler;Shallow;2009;acoustic;41;214784
"A Great Big World;Futuristic";Hold Each Other (feat. Futuristic);2014;acoustic;47;216040
Hanare Gumi;е€Ґг‚ЊгЃ®дє€ж„џ;2022;acoustic;28;274133
Ray LaMontagne;I Was Born To Love You;2023;acoustic;60;251933
Aimyon;Naked Heart;1998;acoustic;47;296653
Tyrone Wells;Days I Will Remember;1999;acoustic;30;201506
Kaiak;Smell the Coffee;2020;acoustic;49;201861
Jason Mraz;Unlonely;2005;acoustic;51;231266
"Boyce Avenue;Bea Miller";See You Again;2016;acoustic;50;239802
Sakura Fujiwara;г‚†г‚ЃгЃ®гЃЄгЃ‹;2000;acoustic;28;247666
Filip Nordin;More Than You Know - Acoustic Covers of Popular Songs;2020;acoustic;51;155510
Gabrielle Aplin;Nothing Really Matters;1998;acoustic;45;164786
The Mayries;Don't Wanna Know - Acoustic Version;2013;acoustic;54;183472
Allman Brown;Sweetest Thing;2024;acoustic;54;218502
"Sara Bareilles;John Legend";A Safe Place to Land (feat. John Legend);2015;acoustic;57;269209
Suy Galvez;Your Song;2006;acoustic;27;242880
The Civil Wars;Billie Jean;2026;acoustic;57;259920
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison";Cadillac Assembly Line;1998;acoustic;55;318333
Eddie van der Meer;Pirates of the Caribbean Theme;2000;acoustic;30;98000
Takehara Pistol;е…ЁгЃ¦иє«гЃ«и¦љгЃ€гЃ®гЃ‚г‚‹з—›гЃїгЃџг‚™г‚ЌгЃ†?;2021;acoustic;27;182306
Luther Allison;Life Is A Bitch;2025;acoustic;41;219640
Takehara Pistol;г‚Єгѓјгѓ«гѓ‰гѓ«гѓјг‚­гѓј (е†ЌйЊІ);2025;acoustic;28;361693
Jason Mraz;You and I Both;2015;acoustic;57;218240
John Frusciante;The Past Recedes;2004;acoustic;51;233626
Maris Racal;Laro Laro Laro;2019;acoustic;27;174124
Front Porch Step;Stones;2023;acoustic;27;250987
Penny and Sparrow;Need You;2024;acoustic;58;189282
We The Heathens;When It's Gone;2025;acoustic;27;209606
Front Porch Step;Heaven Sent;2008;acoustic;27;212960
Gail Blanco;Too Much Heaven;1997;acoustic;27;294853
Ramshackle Glory;Face the Void;2021;acoustic;28;179920
RENT STRIKE;V: Fair Trade Death March;2019;acoustic;27;330454
Days N Daze;Fate of a Coward;2019;acoustic;28;175046
Sonny Boy Williamson II;Don't Start Me To Talkin';1998;acoustic;30;153653
AJJ;Angel of Death;2012;acoustic;28;174709
Ramshackle Glory;Bitter Old Man - Live;2019;acoustic;28;258866
Harley Poe;You're a Witch;2009;acoustic;28;172121
Frank Turner;Non Serviam;2006;acoustic;27;119946
Frank Turner;The Gathering;2002;acoustic;27;159640
Eric Lumiere;7 Years;2000;acoustic;27;244821
Days N Daze;Comfort epershand Control;2007;acoustic;28;182204
Frank Turner;Demons;1999;acoustic;27;245386
Aimyon;ж„›г‚’дјќгЃ€гЃџгЃ„гЃ гЃЁгЃ‹;2000;acoustic;65;235240
Gen Hoshino;FUSHIGI;1999;acoustic;49;290000
Luther Allison;Bad News Is Coming;1997;acoustic;52;445533
Ethan Loukas;I Mean Love;2025;acoustic;39;193876
Gabrielle Aplin;Night Bus;2020;acoustic;38;221826
Andrew Belle;Dark Matter;2024;acoustic;45;318439
Gen Hoshino;Doraemon;1998;acoustic;41;239933
"Carly Lyman;Jason Lux";Landslide;2010;acoustic;49;194782
Joshua Radin;I'd Rather Be With You [Radio Edit];2008;acoustic;28;163200
Blame Jones;Leave The Door Open - Acoustic;2023;acoustic;51;186503
Michelle Featherstone;Careful;2012;acoustic;35;256760
Lusaint;Use Somebody - Acoustic;2019;acoustic;54;172633
